,title,price,city,datetime,nb_rooms,nb_baths,surface_area,equipement,link
823,CMN-ME-1601 - Appartement à vendre à 2 Mars,1 950 000 DH,Casablanca,"10/17/2024, 5:10:53 PM",4,2,150,"Ascenseur, Parking",https://www.avito.ma/fr/2_mars/appartements/CMN_ME_1601___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_55666408.htm
824,Appartement à vendre 80 m² à Casablanca,880 000 DH,Casablanca,"10/17/2024, 4:32:01 PM",2,1,,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/roches_noires/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Casablanca_55666217.htm
825,64775-Vente Appt à Casablanca Sindibad de 170 m²,3 400 000 DH,Casablanca,"10/17/2024, 4:13:44 PM",2,2,170,"Ascenseur, Balcon, Chauffage, Meublé, Parking, Sécurité",https://www.avito.ma/fr/anfa/appartements/64775_Vente_Appt_%C3%A0_Casablanca_Sindibad_de_170_m%C2%B2_55666126.htm
826,,,,,,,,,https://immoneuf.avito.ma/fr/unite/joP?utm_source=avito_integration&utm_medium=listing_integration
827,Appartement à vendre 123 m² à Casablanca,1 500 000 DH,Casablanca,"10/17/2024, 2:50:04 PM",2,2,11,"Ascenseur, Balcon, Concierge, Parking, Terrasse",https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_123_m%C2%B2_%C3%A0_Casablanca_55665723.htm
828,Appartement Meublé à vendre 51 m² à Bouznika,300 000 DH,Bouznika,"10/17/2024, 2:46:02 PM",2,1,51,"Balcon, Cuisine Équipée, Meublé, Parking, Sécurité",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_Meubl%C3%A9_%C3%A0_vendre_51_m%C2%B2_%C3%A0_Bouznika_55665703.htm
829,Appartement à vendre 116 m² à Casablanca,2 600 000 DH,Casablanca,"10/17/2024, 2:00:40 PM",3,3,125,"Ascenseur, Balcon, Climatisation, Parking, Sécurité",https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_116_m%C2%B2_%C3%A0_Casablanca_55665446.htm
830,Appartement à vendre 90 m² à Casablanca,990 000 DH,Casablanca,"10/17/2024, 1:56:34 PM",3,1,90,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Casablanca_55665403.htm
831,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jol?utm_source=avito_integration&utm_medium=listing_integration
832,Appartement Rhina 72 m² à Casablanca ElBorja,150 000 DH,Casablanca,"10/17/2024, 1:56:11 PM",2,1,72,"Ascenseur, Concierge, Sécurité",https://www.avito.ma/fr/a%C3%AFn_borja/appartements/Appartement_Rhina_72_m%C2%B2_%C3%A0_Casablanca_ElBorja_55665400.htm
833,Appartement à vendre 78 m² à Casablanca,875 000 DH,Casablanca,"10/17/2024, 1:52:56 PM",2,2,,"Ascenseur, Balcon, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Casablanca_55665351.htm
834,Appartement à vendre 78 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/17/2024, 12:23:03 PM",,,,,https://www.avito.ma/fr/laimoune/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Casablanca_55664947.htm
835,,,,,,,,,https://immoneuf.avito.ma/fr/unite/4qR?utm_source=avito_integration&utm_medium=listing_integration
836,Appartement à vendre 60 m² à Tit Mellil,290 000 DH,Tit Mellil,"10/17/2024, 11:49:22 AM",2,1,60,Balcon,https://www.avito.ma/fr/tit_mellil/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Tit_Mellil_55664809.htm
837,Appartement à vendre 153 m² à Casablanca,2 400 000 DH,Casablanca,"10/17/2024, 10:54:08 AM",3,3,181,,https://www.avito.ma/fr/anfa/appartements/Appartement_%C3%A0_vendre_153_m%C2%B2_%C3%A0_Casablanca_55664560.htm
838,Appartement à vendre 106 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/17/2024, 10:34:16 AM",,,,,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_106_m%C2%B2_%C3%A0_Casablanca_55664368.htm
839,Appartement à vendre 80 m² à Casablanca,600 000 DH,Casablanca,"10/17/2024, 9:39:36 AM",3,2,80,"Chauffage, Climatisation, Cuisine Équipée, Meublé, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Casablanca_55664076.htm
840,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jLd?utm_source=avito_integration&utm_medium=listing_integration
841,CMN-MA-1762 - Appartement à vendre à Val Fleurie,1 400 000 DH,Casablanca,"10/17/2024, 9:20:34 AM",2,2,111,"Ascenseur, Parking",https://www.avito.ma/fr/val_fleuri/appartements/CMN_MA_1762___Appartement_%C3%A0_vendre_%C3%A0_Val_Fleurie_55664001.htm
842,Appartement à vendre 130 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/16/2024, 9:59:02 PM",,,,,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_130_m%C2%B2_%C3%A0_Casablanca_55663085.htm
843,Appartement à vendre 144 m² à Casablanca,2 400 000 DH,Casablanca,"10/16/2024, 9:47:01 PM",3,2,144,"Ascenseur, Balcon, Chauffage, Climatisation, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_144_m%C2%B2_%C3%A0_Casablanca_55663025.htm
844,Appartement à vendre 72 m² à Casablanca,550 000 DH,Casablanca,"10/16/2024, 8:03:34 PM",2,1,80,"Balcon, Terrasse",https://www.avito.ma/fr/hay_albaraka/appartements/Appartement_%C3%A0_vendre_72_m%C2%B2_%C3%A0_Casablanca_55662683.htm
845,,,,,,,,,https://immoneuf.avito.ma/fr/unite/Pll?utm_source=avito_integration&utm_medium=listing_integration
846,Appartement à vendre 84 m² à Casablanca,640 000 DH,Casablanca,"10/16/2024, 6:09:15 PM",2,1,,Balcon,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_%C3%A0_Casablanca_55662308.htm
847,CMN-MA-1761 - Appartement à vendre à Val Fleurie,1 800 000 DH,Casablanca,"10/16/2024, 5:58:32 PM",3,1,130,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/val_fleuri/appartements/CMN_MA_1761___Appartement_%C3%A0_vendre_%C3%A0_Val_Fleurie_55662263.htm
848,CMN-MA-1760 - Appartement à vendre à Les princesses,2 500 000 DH,Casablanca,"10/16/2024, 5:28:33 PM",3,2,150,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_1760___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_55662144.htm
849,64631-Vente Appt à Casablanca Maarif Extension de,4 600 000 DH,Casablanca,"10/16/2024, 5:32:16 PM",3,2,292,"Ascenseur, Balcon, Chauffage, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/64631_Vente_Appt_%C3%A0_Casablanca_Maarif_Extension_de__55662183.htm
850,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jXN?utm_source=avito_integration&utm_medium=listing_integration
851,Appartement à vendre 50 m² à Casablanca - Oulfa,PRIX NON SPÉCIFIÉ,Casablanca,"10/16/2024, 5:17:33 PM",,,,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca___Oulfa_55662121.htm
852,Vente Appartement 4 pièces de 92 m2 à Casablanca,1 300 000 DH,Casablanca,"10/16/2024, 4:49:17 PM",2,2,92,"Ascenseur, Balcon",https://www.avito.ma/fr/derb_ghallef/appartements/Vente_Appartement_4_pi%C3%A8ces_de_92_m2_%C3%A0_Casablanca_55661975.htm
853,Appartement à vendre 120 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/16/2024, 4:17:03 PM",,,,,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Casablanca_55661837.htm
854,Appartement à vendre 50 m² à Casablanca,360 000 DH,Casablanca,"10/16/2024, 3:58:38 PM",2,1,,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55661737.htm
855,,,,,,,,,https://immoneuf.avito.ma/fr/unite/4ji?utm_source=avito_integration&utm_medium=listing_integration
856,Appartement à vendre 177 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/16/2024, 2:48:09 PM",,,,,https://www.avito.ma/fr/les_princesses/appartements/Appartement_%C3%A0_vendre_177_m%C2%B2_%C3%A0_Casablanca_55661351.htm
857,Appartement 3 chambres à vendre à Casablanca,2 190 000 DH,Casablanca,"10/16/2024, 1:54:53 PM",3,2,,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/val_fleuri/appartements/Appartement_3_chambres_%C3%A0_vendre__%C3%A0_Casablanca_55000443.htm
858,Appartement à vendre 165 m² à Casablanca,2 200 000 DH,Casablanca,"10/16/2024, 1:51:38 PM",3,2,165,"Ascenseur, Concierge, Parking",https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_165_m%C2%B2_%C3%A0_Casablanca_55661018.htm
859,appartement avendre,320 000 DH,Casablanca,"10/16/2024, 12:18:46 PM",2,1,51,,https://www.avito.ma/fr/sidi_moumen/appartements/appartement_avendre_55660592.htm
860,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jTW?utm_source=avito_integration&utm_medium=listing_integration
861,appartement avendre,320 000 DH,Casablanca,"10/16/2024, 12:13:01 PM",2,1,51,,https://www.avito.ma/fr/sidi_moumen/appartements/appartement_avendre_55660563.htm
862,Appartement à vendre 98 m² à Casablanca,1 700 000 DH,Casablanca,"10/16/2024, 11:50:21 AM",3,1,97,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_98_m%C2%B2_%C3%A0_Casablanca_55601204.htm
863,Appartement à vendre 79 m² à Casablanca,800 000 DH,Casablanca,"10/16/2024, 11:44:13 AM",3,1,,,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_79_m%C2%B2_%C3%A0_Casablanca_55459310.htm
864,Appartement à vendre 190 m² à Casablanca,1 200 000 DH,Casablanca,"10/16/2024, 11:37:04 AM",4,2,,,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_190_m%C2%B2_%C3%A0_Casablanca_55660367.htm
865,,,,,,,,,https://immoneuf.avito.ma/fr/unite/28p?utm_source=avito_integration&utm_medium=listing_integration
866,CMN-MA-1328 - Appartement à vendre à 2 Mars,1 500 000 DH,Casablanca,"10/16/2024, 11:24:48 AM",3,2,146,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/2_mars/appartements/CMN_MA_1328___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_54581327.htm
867,Appartement à vendre 129 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/16/2024, 11:19:42 AM",,,,,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_129_m%C2%B2_%C3%A0_Casablanca_55660278.htm
868,Appartement à vendre 113 m² à Casablanca,1 700 000 DH,Casablanca,"10/16/2024, 11:19:24 AM",2,2,113,"Ascenseur, Chauffage, Climatisation, Concierge, Cuisine Équipée, Duplex, Parking, Sécurité",https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_113_m%C2%B2_%C3%A0_Casablanca_55660277.htm
869,CMN-AN-1666 - Appartement à vendre à Racine,5 500 000 DH,Casablanca,"10/16/2024, 10:35:42 AM",4,2,271,Ascenseur,https://www.avito.ma/fr/racine/appartements/CMN_AN_1666___Appartement_%C3%A0_vendre_%C3%A0_Racine_55659984.htm
870,,,,,,,,,https://immoneuf.avito.ma/fr/unite/47R?utm_source=avito_integration&utm_medium=listing_integration
871,Appartement à vendre 78 m² à Casablanca,15 000 000 DH,Casablanca,"10/16/2024, 8:35:35 AM",2,2,122,,https://www.avito.ma/fr/mers_sultan/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Casablanca_55659448.htm
872,Appartement à vendre 97 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/15/2024, 9:22:57 PM",,,,,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Casablanca__55658733.htm
873,Appartement à vendre 65 m² à Casablanca,680 000 DH,Casablanca,"10/15/2024, 8:59:12 PM",2,1,65,"Balcon, Cuisine Équipée",https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Casablanca_55658643.htm
874,Appartement à vendre 74 m² à Casablanca,580 000 DH,Casablanca,"10/15/2024, 8:22:04 PM",2,1,,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Casablanca_55658550.htm
875,,,,,,,,,https://immoneuf.avito.ma/fr/unite/u9S?utm_source=avito_integration&utm_medium=listing_integration
876,Appartement à vendre 72 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/15/2024, 8:09:44 PM",,,,,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_72_m%C2%B2_%C3%A0_Casablanca_55658527.htm
877,36076-Vente Appt à Casablanca Gauthier de 226 m²,3 300 000 DH,Casablanca,"10/15/2024, 7:55:51 PM",3,2,226,"Ascenseur, Chauffage, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/gauthier/appartements/36076_Vente_Appt_%C3%A0_Casablanca_Gauthier_de_226_m%C2%B2_54688150.htm
878,Appartement luxueux à vendre 48 m² à Casablanca,385 000 DH,Casablanca,"10/15/2024, 6:00:04 PM",2,1,48,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_luxueux_%C3%A0_vendre_48_m%C2%B2_%C3%A0_Casablanca_55658124.htm
879,,,,,,,,,https://immoneuf.avito.ma/fr/unite/opK?utm_source=avito_integration&utm_medium=listing_integration
880,35179-Vente Appt à Casablanca Gauthier de 175 m²,3 000 000 DH,Casablanca,"10/15/2024, 5:45:53 PM",3,3,175,"Ascenseur, Balcon, Chauffage, Climatisation, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/gauthier/appartements/35179_Vente_Appt_%C3%A0_Casablanca_Gauthier_de_175_m%C2%B2_54688145.htm
881,8888-Vente Appt à Casablanca Gauthier de 222 m²,3 500 000 DH,Casablanca,"10/15/2024, 5:36:51 PM",3,3,222,"Ascenseur, Balcon, Chauffage, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/gauthier/appartements/8888_Vente_Appt_%C3%A0_Casablanca_Gauthier_de_222_m%C2%B2_54687711.htm
882,601-Vente Appt à Casablanca Gauthier de 218 m²,3 000 000 DH,Casablanca,"10/15/2024, 5:31:41 PM",3,2,218,"Ascenseur, Balcon, Chauffage, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/gauthier/appartements/601_Vente_Appt_%C3%A0_Casablanca_Gauthier_de_218_m%C2%B2_54687555.htm
883,25451-Vente Appt à Casablanca Gauthier de 174 m²,3 200 000 DH,Casablanca,"10/15/2024, 5:07:23 PM",3,3,174,"Ascenseur, Chauffage, Climatisation, Cuisine Équipée",https://www.avito.ma/fr/gauthier/appartements/25451_Vente_Appt_%C3%A0_Casablanca_Gauthier_de_174_m%C2%B2_54688011.htm
884,,,,,,,,,https://immoneuf.avito.ma/fr/unite/RfT?utm_source=avito_integration&utm_medium=listing_integration
885,Appartement à vendre 83 m² à Casablanca,979 400 DH,Casablanca,"10/15/2024, 4:29:38 PM",3,2,83,"Ascenseur, Balcon, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_83_m%C2%B2_%C3%A0_Casablanca_55657700.htm
886,CMN-AN-1665 - Appartement à vendre à Racine,5 500 000 DH,Casablanca,"10/15/2024, 4:06:29 PM",3,2,264,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/racine/appartements/CMN_AN_1665___Appartement_%C3%A0_vendre_%C3%A0_Racine_55657589.htm
887,CMN-HA-1649 - Appartement à vendre à Beauséjour,1 650 000 DH,Casablanca,"10/15/2024, 4:05:59 PM",3,2,123,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/beaus%C3%A9jour/appartements/CMN_HA_1649___Appartement_%C3%A0_vendre_%C3%A0_Beaus%C3%A9jour_55657584.htm
888,62776-Vente Appt à Casablanca Ain Diab de 150 m²,3 750 000 DH,Casablanca,"10/15/2024, 3:09:27 PM",2,2,150,"Ascenseur, Chauffage, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/a%C3%AFn_diab/appartements/62776_Vente_Appt_%C3%A0_Casablanca_Ain_Diab_de_150_m%C2%B2_55657310.htm
889,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jXY?utm_source=avito_integration&utm_medium=listing_integration
890,Appartement à vendre 62 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/15/2024, 2:55:02 PM",,,,,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_62_m%C2%B2_%C3%A0_Casablanca_55657226.htm
891,Appartement à vendre 85 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/15/2024, 2:15:24 PM",,,,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_85_m%C2%B2_%C3%A0_Casablanca_55657004.htm
892,Appartement à vendre 126 m² à Casablanca,1 260 000 DH,Casablanca,"10/15/2024, 2:09:32 PM",3,2,,"Ascenseur, Balcon, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/a%C3%AFn_borja/appartements/Appartement_%C3%A0_vendre_126_m%C2%B2_%C3%A0_Casablanca_55656970.htm
893,Appartement à vendre 116 m² à Bouskoura,1 000 000 DH,Bouskoura,"10/15/2024, 12:39:00 PM",3,2,115,"Ascenseur, Balcon, Climatisation, Cuisine Équipée, Meublé, Parking",https://www.avito.ma/fr/bouskoura_centre/appartements/Appartement_%C3%A0_vendre_116_m%C2%B2_%C3%A0_Bouskoura_55656477.htm
894,,,,,,,,,https://immoneuf.avito.ma/fr/unite/4qR?utm_source=avito_integration&utm_medium=listing_integration
895,Appartement à vendre 84 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/15/2024, 11:33:07 AM",,,,,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_%C3%A0_Casablanca_55656098.htm
896,Appartement à vendre 54 m² à Casablanca,330 000 DH,Casablanca,"10/15/2024, 11:23:29 AM",2,1,,"Concierge, Sécurité",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Casablanca_55656046.htm
897,belle appartement à vendre,1 000 000 DH,Casablanca,"10/15/2024, 8:42:00 AM",2,2,63,"Ascenseur, Concierge, Parking, Sécurité",https://www.avito.ma/fr/derb_ghallef/appartements/belle_appartement_%C3%A0_vendre__55655203.htm
898,Appartement à vendre 75 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/15/2024, 8:19:16 AM",,,,,https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Casablanca_55655109.htm
899,,,,,,,,,https://immoneuf.avito.ma/fr/unite/474?utm_source=avito_integration&utm_medium=listing_integration
900,Appartement à vendre 222 m² à Casablanca,1 200 000 DH,Casablanca,"10/15/2024, 6:29:01 AM",4,2,222,Terrasse,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_222_m%C2%B2_%C3%A0_Casablanca_55654984.htm
901,Appartement à vendre 82 m² à Casablanca,820 000 DH,Casablanca,"10/14/2024, 11:15:01 PM",2,1,82,,https://www.avito.ma/fr/les_princesses/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Casablanca_55654809.htm
902,Appartement à vendre 81 m² à Casablanca,600 000 DH,Casablanca,"10/14/2024, 9:32:15 PM",2,2,81,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_81_m%C2%B2_%C3%A0_Casablanca_55654520.htm
903,Appartement à vendre 84 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/14/2024, 9:06:49 PM",,,,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_%C3%A0_Casablanca_55654411.htm
904,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jUV?utm_source=avito_integration&utm_medium=listing_integration
905,Appartement à vendre 57 m² à Casablanca Ain sbaa,680 000 DH,Casablanca,"10/14/2024, 7:35:42 PM",2,1,57,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_57_m%C2%B2_%C3%A0_Casablanca_Ain_sbaa_55653946.htm
906,Appartement à vendre 61 m² à Casablanca,450 000 DH,Casablanca,"10/14/2024, 6:36:06 PM",1,1,61,,https://www.avito.ma/fr/ben_m'sick/appartements/Appartement_%C3%A0_vendre_61_m%C2%B2_%C3%A0_Casablanca_55653690.htm
907,Appartement à vendre 171 m² à Casablanca,1 700 000 DH,Casablanca,"10/14/2024, 5:58:35 PM",3,3,,"Ascenseur, Balcon",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_171_m%C2%B2_%C3%A0_Casablanca_55653563.htm
908,Appartement à vendre 116 m² à Casablanca,1 500 000 DH,Casablanca,"10/14/2024, 3:46:19 PM",3,2,134,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_116_m%C2%B2_%C3%A0_Casablanca_52456053.htm
909,,,,,,,,,https://immoneuf.avito.ma/fr/unite/opK?utm_source=avito_integration&utm_medium=listing_integration
910,Appartement à vendre 152 m² à Casablanca,3 050 000 DH,Casablanca,"10/14/2024, 1:40:26 PM",3,3,152,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Parking, Terrasse",https://www.avito.ma/fr/ferme_bretone/appartements/Appartement_%C3%A0_vendre_152_m%C2%B2_%C3%A0_Casablanca_55652202.htm
911,Appartement à vendre 82 m² à Casablanca,1 000 000 DH,Casablanca,"10/14/2024, 12:45:07 PM",2,2,90,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/almaz/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Casablanca_55489043.htm
912,Appartement à vendre 92 m² à Bouznika,780 000 DH,Bouznika,"10/14/2024, 12:27:02 PM",2,2,96,"Balcon, Chauffage, Cuisine Équipée, Meublé, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_92_m%C2%B2_%C3%A0_Bouznika_55651871.htm
913,CMN-ME-1599 - Appartement à vendre à 2 Mars,1 770 000 DH,Casablanca,"10/14/2024, 11:46:01 AM",3,2,123,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/2_mars/appartements/CMN_ME_1599___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_55651702.htm
914,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jAn?utm_source=avito_integration&utm_medium=listing_integration
915,Appartement à vendre 76 m² à Casablanca,800 000 DH,Casablanca,"10/14/2024, 11:12:59 AM",2,1,15,"Ascenseur, Concierge, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_76_m%C2%B2_%C3%A0_Casablanca_55651512.htm
916,Vente Appartement 3 pièces de 77 m2 à Casablanca,1 200 000 DH,Casablanca,"10/14/2024, 10:45:28 AM",2,1,77,"Ascenseur, Balcon",https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Vente_Appartement_3_pi%C3%A8ces_de_77_m2_%C3%A0_Casablanca_55651349.htm
917,56187-Vente Appt à Casablanca Mandarouna de 165 m²,1 450 000 DH,Casablanca,"10/14/2024, 10:18:18 AM",3,2,165,"Ascenseur, Balcon, Chauffage, Climatisation, Parking",https://www.avito.ma/fr/mandarona/appartements/56187_Vente_Appt_%C3%A0_Casablanca_Mandarouna_de_165_m%C2%B2_55651188.htm
918,CMN-MA-1753 - Appartement à vendre à Maârif,755 000 DH,Casablanca,"10/14/2024, 9:16:07 AM",1,1,42,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/maarif/appartements/CMN_MA_1753___Appartement_%C3%A0_vendre_%C3%A0_Ma%C3%A2rif_55650832.htm
919,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jhm?utm_source=avito_integration&utm_medium=listing_integration
920,CMN-MA-1752 - Appartement à vendre à Palmier,2 000 000 DH,Casablanca,"10/14/2024, 8:45:50 AM",2,2,168,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/palmier/appartements/CMN_MA_1752___Appartement_%C3%A0_vendre_%C3%A0_Palmier_55650664.htm
921,Appartement à vendre 70 m² à Casablanca,1 100 000 DH,Casablanca,"10/14/2024, 7:45:36 AM",2,1,,"Ascenseur, Balcon, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Casablanca_55650490.htm
922,Appartement 72 m² à Casablanca,750 000 DH,Casablanca,"10/14/2024, 12:38:15 AM",2,2,74,"Balcon, Cuisine Équipée, Parking",https://www.avito.ma/fr/oulfa/appartements/Appartement_72_m%C2%B2_%C3%A0_Casablanca_55650335.htm
923,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jXF?utm_source=avito_integration&utm_medium=listing_integration
924,Appartement à vendre 74 m² à Casablanca,550 000 DH,Casablanca,"10/14/2024, 12:20:41 AM",3,1,74,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Casablanca_55650301.htm
925,Appartement à vendre 52 m² à Casablanca,340 000 DH,Casablanca,"10/14/2024, 12:19:05 AM",2,1,52,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_52_m%C2%B2_%C3%A0_Casablanca_55650291.htm
926,Appartement à vendre 52 m² à Casablanca,260 000 DH,Casablanca,"10/14/2024, 12:18:09 AM",2,1,52,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_52_m%C2%B2_%C3%A0_Casablanca_55650288.htm
927,Appartement à vendre 65 m² à Casablanca,450 000 DH,Casablanca,"10/14/2024, 12:17:59 AM",3,1,65,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Casablanca_55650286.htm
928,,,,,,,,,https://immoneuf.avito.ma/fr/unite/4qU?utm_source=avito_integration&utm_medium=listing_integration
