,title,price,city,datetime,nb_rooms,nb_baths,surface_area,equipement,link
929,Appartement à vendre 50 m² à Casablanca,300 000 DH,Casablanca,"10/14/2024, 12:15:25 AM",2,1,50,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55650274.htm
930,Appartement à vendre 75 m² à Casablanca,750 000 DH,Casablanca,"10/14/2024, 12:03:50 AM",2,1,75,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Casablanca_55650211.htm
931,Appartement HS à vendre 74 m² à DARIS Casablanca,770 000 DH,Casablanca,"10/14/2024, 12:02:37 AM",3,2,74,"Ascenseur, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_HS_%C3%A0_vendre_74_m%C2%B2_%C3%A0_DARIS_Casablanca_55650202.htm
932,Appartement 90 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/13/2024, 11:50:38 PM",,,,,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_90_m%C2%B2_%C3%A0_Casablanca_55650133.htm
933,,,,,,,,,https://immoneuf.avito.ma/fr/unite/opK?utm_source=avito_integration&utm_medium=listing_integration
934,Appartement à vendre 56 m² à Casablanca,600 000 DH,Casablanca,"10/13/2024, 9:49:16 PM",2,1,56,"Balcon, Concierge, Cuisine Équipée, Meublé",https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Casablanca_55649845.htm
935,Appartement à vendre sans vis-à-vis à Casablanca,2 700 000 DH,Casablanca,"10/13/2024, 9:14:08 PM",3,2,159,"Ascenseur, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/californie/appartements/Appartement_%C3%A0_vendre_sans_vis_%C3%A0_vis_%C3%A0_Casablanca_55649748.htm
936,Appartement à vendre 110 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/13/2024, 7:27:02 PM",,,,,https://www.avito.ma/fr/anfa/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Casablanca_55649438.htm
937,Appartement à vendre 99 m² à Casablanca,1 300 000 DH,Casablanca,"10/13/2024, 4:32:04 PM",2,1,110,"Ascenseur, Balcon, Concierge, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_99_m%C2%B2_%C3%A0_Casablanca_55648826.htm
938,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jXE?utm_source=avito_integration&utm_medium=listing_integration
939,Appartement quartier Roche Noire,1 550 000 DH,Casablanca,"10/13/2024, 4:05:49 PM",2,1,,"Parking, Terrasse",https://www.avito.ma/fr/roches_noires/appartements/Appartement_quartier_Roche_Noire_55648747.htm
940,Appartement à vendre 62 m² à Casablanca,620 000 DH,Casablanca,"10/13/2024, 3:23:03 PM",2,1,,"Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/bournazil/appartements/Appartement_%C3%A0_vendre_62_m%C2%B2_%C3%A0_Casablanca_55648503.htm
941,Appartement à vendre 100 m² à Casablanca,1 050 000 DH,Casablanca,"10/13/2024, 2:44:01 PM",3,2,100,"Ascenseur, Balcon, Climatisation, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Casablanca_55648370.htm
942,Appartement à vendre 130 m² à Casablanca,1 650 000 DH,Casablanca,"10/13/2024, 2:31:17 PM",3,2,130,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Meublé, Parking",https://www.avito.ma/fr/la_gironde/appartements/Appartement_%C3%A0_vendre_130_m%C2%B2_%C3%A0_Casablanca_55648314.htm
943,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jTq?utm_source=avito_integration&utm_medium=listing_integration
944,Appartement à vendre 72 m² à Casablanca,580 000 DH,Casablanca,"10/13/2024, 1:44:46 PM",2,1,84,"Cuisine Équipée, Parking",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_72_m%C2%B2_%C3%A0_Casablanca_55648003.htm
945,Appartement à vendre 52 m² à Casablanca,290 000 DH,Casablanca,"10/13/2024, 12:03:56 PM",2,1,52,,https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_52_m%C2%B2_%C3%A0_Casablanca_55647514.htm
946,Appartement à vendre 64 m² à Casablanca,360 000 DH,Casablanca,"10/13/2024, 11:45:04 AM",3,1,64,,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Casablanca_55647451.htm
947,Appartement à vendre 67 m² à Casablanca,890 000 DH,Casablanca,"10/13/2024, 11:39:45 AM",2,1,67,"Ascenseur, Balcon, Chauffage, Climatisation, Cuisine Équipée, Sécurité, Terrasse",https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_67_m%C2%B2_%C3%A0_Casablanca_55647420.htm
948,,,,,,,,,https://immoneuf.avito.ma/fr/unite/j80?utm_source=avito_integration&utm_medium=listing_integration
949,Appartement à vendre jawhara,1 500 000 DH,Casablanca,"10/13/2024, 11:34:38 AM",4,2,,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_jawhara_54350309.htm
950,vente appartement 126m riviera val fleurie,1 900 000 DH,Casablanca,"10/13/2024, 11:10:02 AM",3,3,126,"Ascenseur, Balcon, Concierge, Parking",https://www.avito.ma/fr/val_fleuri/appartements/vente_appartement_126m_riviera_val_fleurie_55647244.htm
951,Appartement à vendre 140 m² à Casablanca,2 200 000 DH,Casablanca,"10/13/2024, 9:41:10 AM",3,3,166,"Ascenseur, Balcon, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Appartement_%C3%A0_vendre_140_m%C2%B2_%C3%A0_Casablanca_55646862.htm
952,Fal Al Hanna Appartement 59 m². Ain Sebaa,600 000 DH,Casablanca,"10/13/2024, 9:20:49 AM",2,1,,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/ain_sebaa/appartements/Fal_Al_Hanna_Appartement_59_m%C2%B2__Ain_Sebaa_55646770.htm
953,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jXD?utm_source=avito_integration&utm_medium=listing_integration
954,Appartement à vendre 119 m² à Casablanca,1 740 000 DH,Casablanca,"10/13/2024, 1:44:23 AM",3,2,119,"Ascenseur, Cuisine Équipée, Parking",https://www.avito.ma/fr/les_princesses/appartements/Appartement_%C3%A0_vendre_119_m%C2%B2_%C3%A0_Casablanca_54274940.htm
955,Appt à vendre 80 m² Quartier Al Qods à Casablanca,690 000 DH,Casablanca,"10/12/2024, 11:07:50 PM",2,1,80,"Balcon, Concierge, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/al_qods/appartements/Appt_%C3%A0_vendre_80_m%C2%B2_Quartier_Al_Qods_%C3%A0_Casablanca_55646130.htm
956,Appartement haut standing 233 m² à JnaneCalifornie,PRIX NON SPÉCIFIÉ,Casablanca,"10/12/2024, 7:39:27 PM",,,,,https://www.avito.ma/fr/californie/appartements/Appartement_haut_standing_233_m%C2%B2_%C3%A0_JnaneCalifornie_55484465.htm
957,Appartement à vendre 145 m² à Casablanca,3 100 000 DH,Casablanca,"10/12/2024, 6:47:36 PM",3,3,155,"Ascenseur, Balcon, Climatisation, Concierge, Parking, Sécurité",https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_145_m%C2%B2_%C3%A0_Casablanca_55645435.htm
958,,,,,,,,,https://immoneuf.avito.ma/fr/unite/47E?utm_source=avito_integration&utm_medium=listing_integration
959,Appartement à vendre 53 m² à Casablanca,330 000 DH,Casablanca,"10/12/2024, 4:33:42 PM",2,1,53,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_53_m%C2%B2_%C3%A0_Casablanca_55644986.htm
960,Appartement à vendre 112 m² à Casablanca Maarif,1 600 000 DH,Casablanca,"10/12/2024, 4:24:09 PM",3,2,,"Ascenseur, Climatisation, Concierge, Parking",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_112_m%C2%B2_%C3%A0_Casablanca_Maarif_55644959.htm
961,Appartement à vendre 119 m² à Casablanca,1 720 000 DH,Casablanca,"10/12/2024, 2:06:09 PM",3,3,,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_119_m%C2%B2_%C3%A0_Casablanca_55644356.htm
962,Appartement à vendre 227 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/12/2024, 1:53:09 PM",,,,,https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_227_m%C2%B2_%C3%A0_Casablanca_55644277.htm
963,,,,,,,,,https://immoneuf.avito.ma/fr/unite/uvW?utm_source=avito_integration&utm_medium=listing_integration
964,Appartement à vendre Casablanca al qods 2,900 000 DH,Casablanca,"10/12/2024, 1:52:09 PM",3,2,115,"Concierge, Parking, Terrasse",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_Casablanca_al_qods_2_55227249.htm
965,Appartement à vendre 60 m² à Casablanca,340 000 DH,Casablanca,"10/12/2024, 1:16:42 PM",2,1,60,,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca__55644157.htm
966,Appartement à vendre 80 m² à Meknès,380 000 DH,Meknès,"10/12/2024, 12:59:02 PM",2,1,80,"Parking, Sécurité",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Mekn%C3%A8s_55206187.htm
967,,,,,,,,,https://immoneuf.avito.ma/fr/unite/joJ?utm_source=avito_integration&utm_medium=listing_integration
968,Appartement à vendre 76 m² à Mohammedia,620 000 DH,Mohammedia,"10/12/2024, 11:35:47 AM",2,2,76,"Balcon, Parking, Sécurité",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_76_m%C2%B2_%C3%A0_Mohammedia_55035753.htm
969,Vente appartement à Al Moustakbal Casablanca,520 000 DH,Casablanca,"10/12/2024, 11:35:06 AM",2,1,,,https://www.avito.ma/fr/al_mostakbal/appartements/Vente_appartement_%C3%A0_Al_Moustakbal_Casablanca__55643664.htm
970,Appartement Meublé à Vendre à Ain Borja 153 m²,1 150 000 DH,Casablanca,"10/12/2024, 9:47:25 AM",2,1,158,"Balcon, Meublé, Terrasse",https://www.avito.ma/fr/a%C3%AFn_borja/appartements/Appartement_Meubl%C3%A9_%C3%A0_Vendre_%C3%A0_Ain_Borja_153_m%C2%B2_55643222.htm
971,Appa 43M lbi3 casa sidi moumen 9orb jam3 Abir,280 000 DH,Casablanca,"10/12/2024, 9:13:35 AM",1,1,43,,https://www.avito.ma/fr/sidi_moumen/appartements/_Appa_43M_lbi3_casa_sidi_moumen_9orb_jam3_Abir_55643087.htm
972,,,,,,,,,https://immoneuf.avito.ma/fr/unite/hmf?utm_source=avito_integration&utm_medium=listing_integration
973,Appartement à vendre 91 m² à Casablanca,12 000 DH,Casablanca,"10/11/2024, 8:42:08 PM",3,2,91,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_91_m%C2%B2_%C3%A0_Casablanca_55641980.htm
974,Appartement à vendre 68 m² à Casablanca,460 000 DH,Casablanca,"10/11/2024, 5:51:55 PM",2,2,68,,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_68_m%C2%B2_%C3%A0_Casablanca_55641617.htm
975,60094-Vente Appt à Casablanca Ferme Bretonne de 97,2 400 000 DH,Casablanca,"10/11/2024, 5:22:07 PM",2,2,97,"Balcon, Terrasse",https://www.avito.ma/fr/ferme_bretone/appartements/60094_Vente_Appt_%C3%A0_Casablanca_Ferme_Bretonne_de_97_55641438.htm
976,59682-Vente Appt à Casablanca Belvedere (Roches No,1 280 000 DH,Casablanca,"10/11/2024, 5:21:54 PM",3,2,106,"Ascenseur, Balcon, Cuisine Équipée, Parking",https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/59682_Vente_Appt_%C3%A0_Casablanca_Belvedere__Roches_No_55641435.htm
977,,,,,,,,,https://immoneuf.avito.ma/fr/unite/j0U?utm_source=avito_integration&utm_medium=listing_integration
978,Appartement à vendre 69 m² à Casablanca,730 000 DH,Casablanca,"10/11/2024, 5:09:03 PM",2,1,69,"Ascenseur, Climatisation, Cuisine Équipée",https://www.avito.ma/fr/ben_ejdia/appartements/Appartement_%C3%A0_vendre_69_m%C2%B2_%C3%A0_Casablanca_55641357.htm
979,duplex à vendre 173 m² à Casablanca rez-de-jardin,2 500 000 DH,Casablanca,"10/11/2024, 4:59:28 PM",3,3,,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Duplex, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/californie/appartements/duplex_%C3%A0_vendre_173_m%C2%B2_%C3%A0_Casablanca_rez_de_jardin__55611523.htm
980,CMN-SI-1649 - Appartement à vendre à Liberté,3 460 000 DH,Casablanca,"10/11/2024, 4:28:28 PM",4,2,447,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/sidi_belyout/appartements/CMN_SI_1649___Appartement_%C3%A0_vendre_%C3%A0_Libert%C3%A9_55641164.htm
981,CMN-MA-1751 - Appartement à vendre à Palmier,1 400 000 DH,Casablanca,"10/11/2024, 4:27:39 PM",2,1,87,"Ascenseur, Parking",https://www.avito.ma/fr/palmier/appartements/CMN_MA_1751___Appartement_%C3%A0_vendre_%C3%A0_Palmier_55641161.htm
982,,,,,,,,,https://immoneuf.avito.ma/fr/unite/j0E?utm_source=avito_integration&utm_medium=listing_integration
983,CMN-MA-1750 - Appartement à vendre à Val Fleurie,2 200 000 DH,Casablanca,"10/11/2024, 3:57:54 PM",3,2,129,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/val_fleuri/appartements/CMN_MA_1750___Appartement_%C3%A0_vendre_%C3%A0_Val_Fleurie_55640989.htm
984,Appartement à vendre 50 m² à Casablanca,330 000 DH,Casablanca,"10/11/2024, 1:40:02 PM",2,1,,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55640361.htm
985,Appartement à vendre 95 m² à Casablanca,1 500 000 DH,Casablanca,"10/11/2024, 12:11:25 PM",2,2,97,Balcon,https://www.avito.ma/fr/bachkou/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Casablanca_55640116.htm
986,Appartement à vendre 65 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/11/2024, 11:52:31 AM",,,,,https://www.avito.ma/fr/palmier/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Casablanca_55640019.htm
987,,,,,,,,,https://immoneuf.avito.ma/fr/unite/4jg?utm_source=avito_integration&utm_medium=listing_integration
988,Appartement à vendre 76m² à Casablanca,470 000 DH,Casablanca,"10/11/2024, 11:19:38 AM",2,1,78,"Concierge, Meublé, Parking, Sécurité",https://www.avito.ma/fr/ben_m'sick/appartements/Appartement_%C3%A0_vendre_76m%C2%B2_%C3%A0_Casablanca_55639824.htm
989,Appartement à vendre 50 m² à Casablanca,295 000 DH,Casablanca,"10/11/2024, 11:11:05 AM",2,1,50,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55639742.htm
990,Appartement à vendre 104 m² à Casablanca,570 000 DH,Casablanca,"10/11/2024, 10:58:01 AM",3,2,,"Balcon, Cuisine Équipée",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_104_m%C2%B2_%C3%A0_Casablanca_55502566.htm
991,Appartement à vendre 50 m² à Casablanca,340 000 DH,Casablanca,"10/11/2024, 10:53:08 AM",2,1,49,,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55639581.htm
992,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jB1?utm_source=avito_integration&utm_medium=listing_integration
993,Vente Appartement 4 pièces de 88 m2 à Casablanca,1 080 000 DH,Casablanca,"10/11/2024, 10:48:38 AM",3,2,88,"Ascenseur, Balcon, Parking",https://www.avito.ma/fr/oulfa/appartements/Vente_Appartement_4_pi%C3%A8ces_de_88_m2_%C3%A0_Casablanca_55639560.htm
994,CMN-MA-1748 - Appartement à vendre à Les princesses,3 800 000 DH,Casablanca,"10/11/2024, 9:50:23 AM",3,3,224,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_1748___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_55639277.htm
995,Appartement à vendre 63 m² à Casablanca,420 000 DH,Casablanca,"10/11/2024, 9:13:35 AM",2,1,63,"Cuisine Équipée, Parking",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Casablanca_55639090.htm
996,Appartement à vendre 58 m² à Casablanca,400 000 DH,Casablanca,"10/11/2024, 8:49:28 AM",2,2,,,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Casablanca_55638953.htm
997,,,,,,,,,https://immoneuf.avito.ma/fr/unite/tFJ?utm_source=avito_integration&utm_medium=listing_integration
998,Appartement en Vente à Casablanca,990 000 DH,Casablanca,"10/11/2024, 7:39:30 AM",3,110,,Ascenseur,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_en_Vente_%C3%A0_Casablanca_47986875.htm
999,Appartement chic 135 m² à Mohammedia,1 980 000 DH,Mohammedia,"10/10/2024, 10:24:09 PM",4,2,,"Balcon, Chauffage, Concierge, Cuisine Équipée, Meublé, Parking, Sécurité",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_chic_135_m%C2%B2_%C3%A0_Mohammedia_55638412.htm
1000,Appartement à vendre 67 m² à Casablanca,7 600 000 DH,Casablanca,"10/10/2024, 9:39:35 PM",1,1,67,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_67_m%C2%B2_%C3%A0_Casablanca_55638285.htm
1001,Appartement à vendre 97 m² à Marrakech,980 000 DH,Marrakech,"10/10/2024, 8:47:00 PM",3,1,,"Ascenseur, Concierge",https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Marrakech_55638002.htm
1002,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jFA?utm_source=avito_integration&utm_medium=listing_integration
1003,sarout appartement centre ville,320 000 DH,Casablanca,"10/10/2024, 8:46:09 PM",2,1,,"Balcon, Concierge",https://www.avito.ma/fr/centre_ville/appartements/sarout_appartement_centre_ville__55637991.htm
1004,Appartement à vendre 103 m² à Casablanca,1 400 000 DH,Casablanca,"10/10/2024, 7:52:22 PM",3,2,103,"Ascenseur, Balcon, Concierge, Sécurité",https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_103_m%C2%B2_%C3%A0_Casablanca_55506000.htm
1005,Appartement à vendre 104 m² à Casablanca,1 100 000 DH,Casablanca,"10/10/2024, 7:49:41 PM",2,2,104,,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_104_m%C2%B2_%C3%A0_Casablanca_55637741.htm
1006,63817-Vente Appt à Casablanca Val Fleury de 133 m²,1 800 000 DH,Casablanca,"10/10/2024, 5:24:39 PM",3,1,133,"Ascenseur, Chauffage, Cuisine Équipée",https://www.avito.ma/fr/maarif/appartements/63817_Vente_Appt_%C3%A0_Casablanca_Val_Fleury_de_133_m%C2%B2_55637288.htm
1007,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jIh?utm_source=avito_integration&utm_medium=listing_integration
1008,Appartement à vendre 50 m² à Casablanca,300 000 DH,Casablanca,"10/10/2024, 5:29:27 PM",2,1,50,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca__55157638.htm
1009,63483-Vente Appt à Casablanca Sidi Maarouf de 65 m,830 000 DH,Casablanca,"10/10/2024, 5:23:50 PM",2,1,65,"Balcon, Cuisine Équipée",https://www.avito.ma/fr/sidi_maarouf/appartements/63483_Vente_Appt_%C3%A0_Casablanca_Sidi_Maarouf_de_65_m_55637284.htm
1010,64055-Vente Appt à Casablanca Val Fleury de 167 m²,1 920 000 DH,Casablanca,"10/10/2024, 5:25:28 PM",3,2,167,"Ascenseur, Balcon, Chauffage, Cuisine Équipée, Parking",https://www.avito.ma/fr/maarif/appartements/64055_Vente_Appt_%C3%A0_Casablanca_Val_Fleury_de_167_m%C2%B2_55637293.htm
1011,,,,,,,,,https://immoneuf.avito.ma/fr/unite/BkD?utm_source=avito_integration&utm_medium=listing_integration
1012,Appartement à vendre 90 m² à Casablanca,10 900 DH,Casablanca,"10/10/2024, 5:14:28 PM",3,2,140,"Ascenseur, Balcon, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Casablanca_55637213.htm
1013,Appartement à vendre 69 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/10/2024, 4:15:24 PM",,,,,https://www.avito.ma/fr/nassim/appartements/Appartement_%C3%A0_vendre_69_m%C2%B2_%C3%A0_Casablanca_55636897.htm
1014,Studios & Appartements à vendre aux Princesses,869 000 DH,Casablanca,"10/10/2024, 3:09:19 PM",1,2,,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/les_princesses/appartements/Studios___Appartements_%C3%A0_vendre_aux_Princesses_55636692.htm
1015,Bel appartement à Beauséjour,1 386 000 DH,Casablanca,"10/10/2024, 3:06:39 PM",2,1,126,"Ascenseur, Concierge, Cuisine Équipée, Meublé, Parking, Terrasse",https://www.avito.ma/fr/beaus%C3%A9jour/appartements/Bel_appartement_%C3%A0_Beaus%C3%A9jour_55636678.htm
1016,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jFG?utm_source=avito_integration&utm_medium=listing_integration
1017,شقة بواجهتين بالقرب من ديكاتلون فمنزل R2,880 000 DH,Meknès,"10/10/2024, 2:36:22 PM",3,3,140,"Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Duplex, Meublé, Sécurité, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/%D8%B4%D9%82%D8%A9_%D8%A8%D9%88%D8%A7%D8%AC%D9%87%D8%AA%D9%8A%D9%86_%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8_%D9%85%D9%86_%D8%AF%D9%8A%D9%83%D8%A7%D8%AA%D9%84%D9%88%D9%86_%D9%81%D9%85%D9%86%D8%B2%D9%84_R2__55576138.htm
1018,شقة فرياض الزيتون فمنزل R2 بالقرب من جميع المرافق,730 000 DH,Meknès,"10/10/2024, 2:05:51 PM",3,2,110,"Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Duplex, Meublé, Sécurité, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/%D8%B4%D9%82%D8%A9_%D9%81%D8%B1%D9%8A%D8%A7%D8%B6_%D8%A7%D9%84%D8%B2%D9%8A%D8%AA%D9%88%D9%86_%D9%81%D9%85%D9%86%D8%B2%D9%84_R2_%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8_%D9%85%D9%86_%D8%AC%D9%85%D9%8A%D8%B9_%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D9%81%D9%82_55576052.htm
